✅ Connected to Ethereum.
📦 Loaded 0 exclusions, 0 bait, 259360 already scanned.
🔍 Starting dust scan...
🟢 0x3d342BfC331De47d1039dFdb312d1dBd87F2ef3A | 0.004593 ETH | Wallet | Block 23095677
🟢 0x4457dB418764a04bf4d11AB7f6ec9Ebf4c490733 | 0.000080 ETH | Wallet | Block 23096002
🟢 0x1D7071DF2D8218acE440Df6FD4bc4266f4b3Ef5e | 0.001644 ETH | Wallet | Block 23096002
💾 CSV flush: wrote 20 rows to dust_sniper_results_v2.csv
🟢 0x73CB3063992155b287B7A2323e9Ca04066C70c8A | 0.000013 ETH | Wallet | Block 23096003
🟢 0x613dfA6905D4a22D7e8211be0d2E8899A4783caC | 0.001255 ETH | Wallet | Block 23096003
🟢 0x801e163bb91eF41C02CC268d604dC1A07b0Fd813 | 0.000011 ETH | Wallet | Block 23096003
🟢 0xEc11a3c451B4db89567e2A7112B2C10E8260A228 | 0.000011 ETH | Wallet | Block 23096003
🟢 0xcA2b45628e89D4127740bE45C2d56E2e26f191EB | 0.000812 ETH | Wallet | Block 23096003
🟢 0x2650afe7eEf5F72b604A0deC9Cfd259225459F0e | 0.000812 ETH | Wallet | Block 23096003
🟢 0x9B740Cc438B2CC65AA956f68102D8B788B7cA927 | 0.000225 ETH | Wallet | Block 23096003
🟢 0x7C7220CC9782f2840eef18D86fcc19041E1416b6 | 0.000097 ETH | Wallet | Block 23096003
🟢 0xFC974D3736B4D2e64A0135dd6A27E69bdf06E73F | 0.000377 ETH | Wallet | Block 23096003
🟢 0xF1765eB377d8D3AD0A73AC26F15deb5c1D53F598 | 0.000201 ETH | Wallet | Block 23096003
🟢 0x6a34eC37210101b0b05418454552007829afD841 | 0.000290 ETH | Wallet | Block 23096003
🟢 0x071258E498b867158Db5c85D118F43Fee63D4cab | 0.000331 ETH | Wallet | Block 23096003
🟢 0xF8002fBB341604d8bf4FbF0612fd94D281F3C518 | 0.001149 ETH | Wallet | Block 23096003
🟢 0x155a7CF2CE5C7e0f6A062E79cD90F8f8d779eA58 | 0.006897 ETH | Wallet | Block 23096003
🟢 0xe4ED03A3d104eed4dC4ddFAE1a27F71ebf8a03Bb | 0.000022 ETH | Wallet | Block 23096003
🟢 0x71d16B1D0D36Bb32455F0b254b1DE6e148daC151 | 0.000022 ETH | Wallet | Block 23096003
🟢 0x83a576f3BbC63FD02c059110c2E9551BA6502a1A | 0.000022 ETH | Wallet | Block 23096003
🟢 0xb3af5415716bA807D8A1F4c85F0c431257d43e9D | 0.002528 ETH | Wallet | Block 23096003
💾 CSV flush: wrote 18 rows to dust_sniper_results_v2.csv
🟡 0x9CC3EEA8DEC79757f61C88b4Ecc5b1D9De7Fd783 | 0.001256 ETH | Contract | Block 23096004
🟢 0x4bc612aB37b4060753c981261868eAd716b44937 | 0.007658 ETH | Wallet | Block 23096004
🟢 0xce055492Ce534d78CBd0ddE69280feb4d1e00548 | 0.000178 ETH | Wallet | Block 23096004
🟢 0xa64c07D2EF72ddBB7a44Afc94223Ac5BFdfe5b41 | 0.000032 ETH | Wallet | Block 23096004
🟢 0xAbDf2759785B0512fd2489c60C7C631d454A0f2A | 0.000032 ETH | Wallet | Block 23096004
🟢 0xFC9D16F42daD96a1268aF9852fC0EE7C00705d97 | 0.005062 ETH | Wallet | Block 23096004
🟢 0x51518Cbef392da9d930834f831B0bF114dd61efc | 0.000343 ETH | Wallet | Block 23096004
🟢 0xD7d2030EAc688805b16a03d333aE62aF889c0c01 | 0.000295 ETH | Wallet | Block 23096004
🟢 0x1CD6ca70c8685cd1f251F28641071237B8d3118f | 0.001386 ETH | Wallet | Block 23096004
🟢 0xE0a4014e82185874e11E2D59Ee043C8C882E0065 | 0.000093 ETH | Wallet | Block 23096004
🟢 0xbba49E192Aad5E3Fe1F09b44260049D9D683Ae33 | 0.001600 ETH | Wallet | Block 23096004
🟢 0x7d843984d5692d7118a5A8E38b77e1c4f2958586 | 0.004029 ETH | Wallet | Block 23096004
🟢 0xB99840B0aaA2515523E19C3Fafbe321a46CCa4F6 | 0.000627 ETH | Wallet | Block 23096004
🟢 0xc595C4E6488CcAd077944cE6784412685c227dB7 | 0.000453 ETH | Wallet | Block 23096004
🟢 0xd7a96384e6D5d951a57B343B6eF9102CC90FE8eF | 0.001600 ETH | Wallet | Block 23096004
🟢 0xA0Fc336F36D742FbE657AAAAF1611263545784E8 | 0.002744 ETH | Wallet | Block 23096004
🟢 0x9d70E1A1dFf67C2759ef0824bCdB077a383b2074 | 0.000019 ETH | Wallet | Block 23096004
🟢 0x0FaBeA169450122e6C9A5C51ff24aF28222E591C | 0.006442 ETH | Wallet | Block 23096004
🟢 0x97582d15358424c250556b6FC521e657c4CE4e2D | 0.000384 ETH | Wallet | Block 23096004
🟢 0xFB514Cc5EcA8Ac5aF45365B9A18cf5C4Dbe0a0EE | 0.000654 ETH | Wallet | Block 23096004
🟢 0xbEf795920bDd68f398Ce7FD9E16fbfe62d4A059E | 0.000015 ETH | Wallet | Block 23096004
🟢 0xF4c5995611C2Ee60d7cAAf9D3DB0bDfC9464DdAe | 0.000016 ETH | Wallet | Block 23096004
🟢 0xec7C6759954557CD012D452a65F5271d3fC6F506 | 0.000022 ETH | Wallet | Block 23096004
🟢 0x715f8bd50AFCDfb0aCc02B5b473F15b1367fB7EF | 0.000022 ETH | Wallet | Block 23096004
💾 CSV flush: wrote 24 rows to dust_sniper_results_v2.csv
🟡 0x48621EFc5eD48e5a91cd9E89a0A2376D7D90d4aB | 0.000464 ETH | Contract | Block 23096005
🟢 0xa6D7054BCc12A1d5f9efB6a88953524080c303a7 | 0.003010 ETH | Wallet | Block 23096005
🟢 0x8D6a37f09f33628230118dc3aa5FB4e4502FEEd1 | 0.000064 ETH | Wallet | Block 23096005
🟢 0x5f6b91Ad972593c37Ec43Af36Dac914948F28964 | 0.000020 ETH | Wallet | Block 23096005
🟡 0xAE40aD9861Cdd0c3f16dC439E1652b79a8fBd368 | 0.000018 ETH | Contract | Block 23096005
🟢 0xD3a4497994CB4035FCf814693D5620E114Ca224c | 0.000110 ETH | Wallet | Block 23096005
🟢 0x22d4b638B9a18b3ee933E76fCac71D579bc9B8F4 | 0.000026 ETH | Wallet | Block 23096005
🟢 0xdea8845e2ED3022f2B622E48304AF6441b0257B8 | 0.000041 ETH | Wallet | Block 23096005
🟢 0xD2bedFcBFe25b6ea5BeB028B292657bfF29b05C1 | 0.000046 ETH | Wallet | Block 23096005
🟢 0x7fD9dC25d13b6B54A055292893b4976D8f277cbb | 0.000021 ETH | Wallet | Block 23096005
💾 CSV flush: wrote 10 rows to dust_sniper_results_v2.csv
🟢 0x2b581276E6fba48a8d6cd4904A23a5948BFBe1E5 | 0.001675 ETH | Wallet | Block 23096006
🟢 0x020a91b1006CF10E773E8e5186e86FE00B431EA2 | 0.009306 ETH | Wallet | Block 23096006
🟢 0x7d88766eCa8C10c381378E3e020f6067A04f7d5c | 0.001117 ETH | Wallet | Block 23096006
🟢 0xe06ee3717cf7a6320cE003632bAebDF22EC8BfF2 | 0.000011 ETH | Wallet | Block 23096006
🟢 0x15096e59b57fE36c3Db7B42863155df03e2b76A4 | 0.000011 ETH | Wallet | Block 23096006
🟢 0x33d9BC635274D727887854d74C6e1401026Cf0fD | 0.000011 ETH | Wallet | Block 23096006
🟢 0x0bF49B1ad85FdAAF588dDD9d3601d754b4152446 | 0.000293 ETH | Wallet | Block 23096006
🟢 0x3922C153a3Ef51AF3278f7e66FdE4a717c117884 | 0.000335 ETH | Wallet | Block 23096006
🟢 0x236EE1B08f5d1F436b056d9d652979Af2db2F666 | 0.002703 ETH | Wallet | Block 23096006
🟢 0x1a8D7f93bcc224d62267F6b77F8Db9cDb0b53902 | 0.003651 ETH | Wallet | Block 23096006
🟢 0x236A9BfB5f9B3E8dC0C3e85D89D4Cee12a7d8B12 | 0.000095 ETH | Wallet | Block 23096006
🟢 0x191cBE5959EBd8e931be216B8c5d77F819Ebd9ea | 0.000330 ETH | Wallet | Block 23096006
🟢 0x774c1520eF5CcF0A5E13f6B96272DEf75B8658c6 | 0.000020 ETH | Wallet | Block 23096006
🟢 0x9B670ad03b68534fbFb376Ee5ad72EbC43C832aF | 0.000559 ETH | Wallet | Block 23096006
🟢 0x45d48C9Fe1af41CD03aEED97495CE61AA170F2c7 | 0.000550 ETH | Wallet | Block 23096006
🟢 0x174B75731FE5fBf32ac1D0FAC9E2CEE544122bdd | 0.006846 ETH | Wallet | Block 23096006
🟢 0x1D7931F23A78F93C1f62D100a6B8fB904A1D770D | 0.002085 ETH | Wallet | Block 23096006
💾 CSV flush: wrote 17 rows to dust_sniper_results_v2.csv
🟢 0x8A60A5DC0Adb546eBB3D4cf00eAB271552e43172 | 0.007100 ETH | Wallet | Block 23096007
🟢 0x0a55c0F3c1B324b5A23D9982Ff64f7E98b6C10FE | 0.006812 ETH | Wallet | Block 23096007
🟢 0x8d6CCBe1dDD7a526ed6ef52f2FBeFa7A31de0563 | 0.007900 ETH | Wallet | Block 23096007
🟢 0xb34EcCc6dA6315A4ebEd5955276c531ca2DA982f | 0.000044 ETH | Wallet | Block 23096007
🟢 0x5Cc1efB99C17D9Cc54829F9862c919c73Cbc5179 | 0.000068 ETH | Wallet | Block 23096007
🟢 0x48D8087162e6d1Aca7eCB0540248E82a9C809591 | 0.003045 ETH | Wallet | Block 23096007
🟢 0x0f00B95d7d9C0082039C1721FAeBeA2DAfC367f3 | 0.002862 ETH | Wallet | Block 23096007
🟢 0xd7cb87CDEcc66e8d503bc19C461f7C69b3C37125 | 0.003045 ETH | Wallet | Block 23096007
🟢 0x60f2BE9705db0Da1Ba0D7dFd16ECFA4E2A6e13b2 | 0.003045 ETH | Wallet | Block 23096007
🟢 0x5Ddb2bA1482897BA04Abb3e0D846C45046ffde8F | 0.000161 ETH | Wallet | Block 23096007
🟢 0x378901308c345b0e4D6cF53Ee7a16AEdef9c92bd | 0.000339 ETH | Wallet | Block 23096007
🟢 0xa0403Ac881A005f629B36522eFc42836604a197e | 0.000015 ETH | Wallet | Block 23096007
🟡 0x3C8c4db44ed61D7d011788723BEa40F1632253bb | 0.006600 ETH | Contract | Block 23096007
💾 CSV flush: wrote 13 rows to dust_sniper_results_v2.csv
🟢 0xF89Cde6AA1B32d3586988a3513188bF448BEDE06 | 0.000891 ETH | Wallet | Block 23096008
🟢 0xb7928619Ae5587bCe67E2e300940374a27CEA993 | 0.003045 ETH | Wallet | Block 23096008
🟢 0xfC0df3D6Ece374f800b0dfe08D837506A4271569 | 0.000291 ETH | Wallet | Block 23096008
🟢 0x3Bf1A75D4626D8b5FFECb6Cf0787D9aAf5Dcc3C4 | 0.000397 ETH | Wallet | Block 23096008
🟢 0x84631F4F6062998FAA1d6949f4C576615B280dF6 | 0.000057 ETH | Wallet | Block 23096008
🟢 0x6c1adC4dEAAf7C700c013a8E632d84FfEeb55530 | 0.003192 ETH | Wallet | Block 23096008
🟢 0x4d119eB5Be9E83CEefC582C02174FDDA7cE5d618 | 0.000384 ETH | Wallet | Block 23096008
🟢 0x7d6B20616c2C54bDa447f249cb78930baD23388A | 0.000092 ETH | Wallet | Block 23096008
🟢 0x0315Af9d76cB1aC60Daa7e81cf4fF50327a222F4 | 0.000160 ETH | Wallet | Block 23096008
🟢 0x34245B987E17AC099Bd5533B84B48A4CAC98dFEC | 0.000287 ETH | Wallet | Block 23096008
🟢 0x385eEF6c5F142fC3cEA22F8e34FeD94fedE7F9Cb | 0.002312 ETH | Wallet | Block 23096008
🟢 0x311FDe500D0b70C9cfA31dAC470b4Bf9c3E6fe22 | 0.000181 ETH | Wallet | Block 23096008
🟢 0xe99435002f58bAE96BCA61D45242e65be919d93C | 0.004694 ETH | Wallet | Block 23096008
🟢 0x63e95FA5b8bfB51FC5FE1F0C10758ac280F4cCEF | 0.007493 ETH | Wallet | Block 23096008
💾 CSV flush: wrote 14 rows to dust_sniper_results_v2.csv
🟢 0x9E164b11fA2B8D51C96A0Bd0d775516B8383Cb7C | 0.000121 ETH | Wallet | Block 23096009
🟢 0xA5D37847b0d1568eB117f04de804E5c527e88f65 | 0.004235 ETH | Wallet | Block 23096009
🟢 0xB2feE392CF1202F53726D8f4f0A16E1241cCA80e | 0.000109 ETH | Wallet | Block 23096009
🟢 0x01C80C149cf5F9f2856f027C112095C1BCbfB64E | 0.000339 ETH | Wallet | Block 23096009
🟡 0x7287fac150C6f2396C5AA3249032D83a7e23f269 | 0.000042 ETH | Contract | Block 23096009
🟢 0x045236DddCfcdB56Ee79880668B9b4A5Ffb560A7 | 0.001971 ETH | Wallet | Block 23096009
🟢 0x9A1F72Ad04A68a51D94EA12c1aD9cF5DBfF1e983 | 0.003495 ETH | Wallet | Block 23096009
🟢 0x157D5c8aF60714411dabDCDF78139877aF286C24 | 0.002115 ETH | Wallet | Block 23096009
🟢 0x463A2b47992Cd7078c5CeC29d0c204668BF15F2a | 0.000216 ETH | Wallet | Block 23096009
🟢 0x260403AF17dDa25d7CAB68C8e42dce9B73E773aE | 0.000015 ETH | Wallet | Block 23096009
🟢 0x21715a9871AB2620dB6b26B2a79D8fF8c1Ea204D | 0.000015 ETH | Wallet | Block 23096009
🟢 0xFd09A363F62B260bC2289C97716E3F08ad3529eB | 0.000121 ETH | Wallet | Block 23096009
💾 CSV flush: wrote 12 rows to dust_sniper_results_v2.csv
🟢 0xf083Fb19E478e5D552e913D6c7e1c19A68e8aA80 | 0.000016 ETH | Wallet | Block 23096010
🟢 0x2F09b149c44a6dD6DFFf8B9ca3D98F6cbcdE3933 | 0.005616 ETH | Wallet | Block 23096010
🟢 0x81B138BCb302AF85eDD1fA0D5540D70dC4FEf63A | 0.000020 ETH | Wallet | Block 23096010
🟢 0x1AE79438D4D177DB3847D717567A5da923E5A594 | 0.002531 ETH | Wallet | Block 23096010
🟢 0x0d7E55CAcF356d1d63E2e6BFB53a4f8edcd9FB23 | 0.000066 ETH | Wallet | Block 23096010
🟢 0xFC1FaD61eFe32479B022A578BEF94e514De53bC5 | 0.000019 ETH | Wallet | Block 23096010
🟢 0x55b8efB0daD4455130A8147835284aE900b2428e | 0.000036 ETH | Wallet | Block 23096010
🟡 0x448149E5d51411b547536f0aD6a404aBD1E23A44 | 0.004040 ETH | Contract | Block 23096010
🟢 0xa1B3CBA740310E5c2601892488A4F9fbF78C9248 | 0.000332 ETH | Wallet | Block 23096010
🟢 0x50A0F1a8718811C3B1796f08642aB9c5c8c5FF2C | 0.000295 ETH | Wallet | Block 23096010
🟢 0xcDCF3291eFD1b0ef18B26FC5974f6ABF0E1824C3 | 0.000852 ETH | Wallet | Block 23096010
🟢 0xAcf5f9ffCA080620E7142D5FE7dc5ba42c7f900c | 0.000013 ETH | Wallet | Block 23096010
🟢 0x126F5a0C7ce273655e00B61FB4F8c341Cde1af41 | 0.000500 ETH | Wallet | Block 23096010
🟢 0xC53a066807F6Af5639A2d25e86169a517DD0d7Ae | 0.000035 ETH | Wallet | Block 23096010
🟢 0x1382a01f7ED361974B5847e66fD6C85E6829df20 | 0.000422 ETH | Wallet | Block 23096010
🟢 0xa5528a4dD134E62909e5c1d1EF4b13e5E842ecdA | 0.002741 ETH | Wallet | Block 23096010
🟢 0x66Dc472B5beFadc076688618FC22159be31fc946 | 0.006868 ETH | Wallet | Block 23096010
🟢 0x69D7e902F1D85fb4880646A41d415D4c025e662d | 0.000190 ETH | Wallet | Block 23096010
💾 CSV flush: wrote 18 rows to dust_sniper_results_v2.csv
🟢 0xB03725A2Da0b225340AbdBc1F19c66a0Cef72447 | 0.000281 ETH | Wallet | Block 23096011
🟢 0x896209577AB0674ba44757885f035Cc4752e5561 | 0.002911 ETH | Wallet | Block 23096011
🟡 0x4A9EA3B0905306F6662E5FC08Ffb6454b63ec680 | 0.000556 ETH | Contract | Block 23096011
🟢 0x5f535dB9ec22ee474f6e49c46c862DBFe03dacdF | 0.001213 ETH | Wallet | Block 23096011
🟢 0x9A54FFB95B4deF8EE916c64083a8827358836ceD | 0.000011 ETH | Wallet | Block 23096011
🟢 0x170E489f1cfB9f32E44Aebd382dd78459b7Fb939 | 0.001610 ETH | Wallet | Block 23096011
🟢 0x20148D972d98E701D1554C9F7ee8Ee09d76f1eCd | 0.000679 ETH | Wallet | Block 23096011
🟢 0x182164039c16cC48dc8FA5eFd1de8E4C03680A20 | 0.001942 ETH | Wallet | Block 23096011
🟢 0xA2ED8B747a8f7A69af62BbB956CD00cbd94a4033 | 0.000049 ETH | Wallet | Block 23096011
🟢 0x49805AB66e5D1E04dDa6F3f0ba1f039Ac60C6d4E | 0.000124 ETH | Wallet | Block 23096011
🟢 0x74598A0787ED340Bb6770cD71D269EAbCCa608bb | 0.000016 ETH | Wallet | Block 23096011
🟢 0x00Cbeb68DA35EDb0Cd52e284852eFea7A42a7A67 | 0.000024 ETH | Wallet | Block 23096011
🟢 0x8907b76F7Db9735631E8197488169A24ae25D108 | 0.010000 ETH | Wallet | Block 23096011
💾 CSV flush: wrote 13 rows to dust_sniper_results_v2.csv
🟢 0x19BE9C37EE9fD764D7B5A3CbFBB51b96f8b3fCeE | 0.000159 ETH | Wallet | Block 23096012
🟢 0xEb7aD72F54bE2729eE6B29245149d802E1471CD2 | 0.000032 ETH | Wallet | Block 23096012
🟢 0xc0543Bb63178c8ADEBd4048fa0A01E9fAd974e7F | 0.000343 ETH | Wallet | Block 23096012
🟢 0x406502D8DF178B64a8E08Cd708D851F00EF3fdbE | 0.005062 ETH | Wallet | Block 23096012
🟢 0xFf381837d34D3F3F5F0f921149F725bb20E867aF | 0.000020 ETH | Wallet | Block 23096012
🟡 0xF95199e67C4caBd3b2da6213a6F6b2fb21e81d13 | 0.000516 ETH | Contract | Block 23096012
🟢 0x74c4F3Cd8aaFfF23d8D55e588b9bCc96D78D9Bd1 | 0.001828 ETH | Wallet | Block 23096012
🟢 0xa865939D669d22114dd84cc2eF148a41A2d7f1CE | 0.000387 ETH | Wallet | Block 23096012
🟢 0x6Feb89656e840ca30f94DA26014de4C971162524 | 0.000021 ETH | Wallet | Block 23096012
🟢 0xa0Af4D17D664508949592259B88A9Ec68772cE03 | 0.000022 ETH | Wallet | Block 23096012
🟢 0x6fF646628D6D165729c6a2fe549A2D299E39b0a9 | 0.000292 ETH | Wallet | Block 23096012
🟢 0xD9c79d179020836cF6Ad518dF546A7285E96918E | 0.000341 ETH | Wallet | Block 23096012
🟢 0x44B30657073B4155dDC01141c62d900947f7363D | 0.000269 ETH | Wallet | Block 23096012
🟢 0xEE7d8935622f141d1B7ca93620E2FA97cC08FEcf | 0.000038 ETH | Wallet | Block 23096012
🟢 0xc452DA6C97fC9E86F8628d510556D5Da91502ca4 | 0.000020 ETH | Wallet | Block 23096012
🟢 0xf5A08CD7Cd2682030141A28D40c1686b6e827ada | 0.000717 ETH | Wallet | Block 23096012
🟢 0x8EAE68f39FE3f3145180071A437696786BbB7f64 | 0.000426 ETH | Wallet | Block 23096012
🟢 0x4b50ff5Cc296ed5a279AD0C9BA6d23Fb853210EA | 0.000023 ETH | Wallet | Block 23096012
🟢 0x5653E9A94B1B64f412cc24DAca8C1983DCE4591e | 0.000053 ETH | Wallet | Block 23096012
💾 CSV flush: wrote 19 rows to dust_sniper_results_v2.csv
🟢 0xc83b31845566Ff3cF4b7f407776d5364d6dbf1BB | 0.000416 ETH | Wallet | Block 23096013
🟢 0xb2471438873C211ad78049Ee1CEFf204589577cE | 0.000146 ETH | Wallet | Block 23096013
🟡 0x2651d2cE2b8044741CD5ceE8a489aBa3359a6B48 | 0.006710 ETH | Contract | Block 23096013
🟢 0x6538Da64e4c8AAa96b6a48e256eb22D79DCd33B1 | 0.000020 ETH | Wallet | Block 23096013
🟢 0xddEE14D232eDd1533Ac8bE81F2f9Ac3B1488C306 | 0.000336 ETH | Wallet | Block 23096013
🟢 0xd4Bd79b6E77fF18B7e7FC2eC58C581d211983DFB | 0.001612 ETH | Wallet | Block 23096013
🟢 0xC3B423f86f167A2dA4fa50b17F6B6cEE4a2F54e7 | 0.003300 ETH | Wallet | Block 23096013
🟢 0x776AF70a02ddBc69513A8c776971eD15d7854244 | 0.006939 ETH | Wallet | Block 23096013
🟢 0x064f9a0b382cC679Ccf8eE756FE4eb0A88bf7ff5 | 0.000015 ETH | Wallet | Block 23096013
🟢 0xD54F7447d75ad8492aB5298171670D58392BF7E9 | 0.001500 ETH | Wallet | Block 23096013
🟢 0x2d0c936e64246e2392F86e4b16C2c921502F60Db | 0.000121 ETH | Wallet | Block 23096013
🟢 0x6819AE634ac0423E516ff9B9cf991837d206C837 | 0.009200 ETH | Wallet | Block 23096013
🟢 0x61fE45b8c0d81D943154390925cbCf7DE88147B5 | 0.000047 ETH | Wallet | Block 23096013
🟢 0xd607C6ac5C0d4ed5f03459d98107cCa0DdC26Ca4 | 0.000814 ETH | Wallet | Block 23096013
🟢 0x5C34b9CF528375AEA9f77F6b09D6ede1F0307B34 | 0.002741 ETH | Wallet | Block 23096013
💾 CSV flush: wrote 15 rows to dust_sniper_results_v2.csv
🟢 0x24ef65083c3e0da830d163c9bF6089E9f96Ce001 | 0.000012 ETH | Wallet | Block 23096014
🟢 0xED1D17B47c6b60F2EE49CE683A799D00aD4c94ED | 0.000012 ETH | Wallet | Block 23096014
🟢 0xAa54b401505De6F0895631cE7F169751D1da04F2 | 0.005000 ETH | Wallet | Block 23096014
🟢 0x78540C777D55a0C588e3406700a75a05a0547C44 | 0.000588 ETH | Wallet | Block 23096014
🟢 0x0AFA7377d87B94165e11bECc1823f9a71d83c413 | 0.000109 ETH | Wallet | Block 23096014
🟢 0x3A8180CFC10561551EEBFce124f8A6DDeA61d1b5 | 0.003041 ETH | Wallet | Block 23096014
🟢 0x19820D7d519aE5335EC9bfd46bb1937DE6B7270d | 0.000024 ETH | Wallet | Block 23096014
🟢 0x042e0f68079B9a747b413B223477c7B292AbB016 | 0.000283 ETH | Wallet | Block 23096014
🟢 0x943C7dF6995c00556d273455f7Abb93A4f4c0B59 | 0.000167 ETH | Wallet | Block 23096014
🟡 0xFbA5aa703939238c4d03CAcbbD126Fd7107B2082 | 0.000996 ETH | Contract | Block 23096014
🟢 0x6d25e7a77DCEe3cd4B87e666f5373aF2922ec6be | 0.002753 ETH | Wallet | Block 23096014
💾 CSV flush: wrote 11 rows to dust_sniper_results_v2.csv
🟢 0x182e59Eb2D365354909C5Bd9b65f8Bf21fd10370 | 0.004266 ETH | Wallet | Block 23096015
🟢 0x124Ce7d5dF4FF74E96ac4d520cDaB7983e20A521 | 0.000723 ETH | Wallet | Block 23096015
🟢 0x2014638cf279087EE443D34761F1761B1Edd0bD1 | 0.000347 ETH | Wallet | Block 23096015
🟡 0x7Be8B466608f1726A0AA862e068542Ce1495623f | 0.000419 ETH | Contract | Block 23096015
🟢 0x8914678a4802fE33a344E21d06D6822bC360ec31 | 0.000713 ETH | Wallet | Block 23096015
🟢 0xB40195D5b88f93bB1A039f377A372a66bA8d948d | 0.001962 ETH | Wallet | Block 23096015
💾 CSV flush: wrote 6 rows to dust_sniper_results_v2.csv
🟢 0x01c444CDDeB1DA454c51Fc8B8722f75B4ec50287 | 0.000309 ETH | Wallet | Block 23096016
🟢 0x16EFe67eD91D1B808cfA6ad330e434F18504ddFf | 0.000230 ETH | Wallet | Block 23096016
🟢 0x0b0cF6E51822EDf11B62CdEA2c4D5752B4f5662F | 0.000121 ETH | Wallet | Block 23096016
🟢 0x3F506E4920798ff14ef7b2baAaa1ED562C6E148e | 0.000029 ETH | Wallet | Block 23096016
🟢 0x3D6071B26CBeB34C2157C69F3CB7860530ecA132 | 0.000300 ETH | Wallet | Block 23096016
🟢 0xA95c1e448bC2B2E5A20C39a642FD12D7b0F06E60 | 0.000284 ETH | Wallet | Block 23096016
🟢 0x8dFf918a97FD016eF5B07ca3aA9e3656380602C0 | 0.000311 ETH | Wallet | Block 23096016
🟢 0xF8dE1ad3667f64c670CF9DdD7060A29D9BF7bf24 | 0.000019 ETH | Wallet | Block 23096016
🟡 0xb828184F3fcdf20da3812eFf491610b55cDcB3E2 | 0.003000 ETH | Contract | Block 23096016
🟢 0x2E0f2B5A1e8c1824Adea85529162E30DFA491C6e | 0.000136 ETH | Wallet | Block 23096016
🟢 0xb5B73d0efA15677501d36836bf73a25984359A67 | 0.002741 ETH | Wallet | Block 23096016
🟢 0xC32B2cDFa2151cc06F04D17a4ab1Ed3e44705819 | 0.006749 ETH | Wallet | Block 23096016
🟢 0x879CE85333Fe20a85BD5386e5EC00270Ac54619B | 0.000579 ETH | Wallet | Block 23096016
🟢 0x3E0a7ecd19885C1B0f2ee6bD322f7e789534232D | 0.006764 ETH | Wallet | Block 23096016
🟢 0x7DD23F3D361D4BA1bc4a0ea3d7810A875FFD997d | 0.005102 ETH | Wallet | Block 23096016
🟢 0xfAB88F47e9d4249ed2a3AA2C6bDa30E7d8a24D66 | 0.007000 ETH | Wallet | Block 23096016
🟢 0xaE4FF299441Bd85b37ab92d0A4F588a0fC69a7cB | 0.000572 ETH | Wallet | Block 23096016
🟢 0xCA9eb515Ca3Cd8e49f60a2d7A4bF0D0077068Cd6 | 0.000010 ETH | Wallet | Block 23096016
🟢 0x7BDeDd5C0394CEbbd5309778001Ca44930475101 | 0.000152 ETH | Wallet | Block 23096016
🟢 0x8F56107622Fd13Fa3656423eb5868937fDF743EA | 0.000016 ETH | Wallet | Block 23096016
🟢 0x1B4E6B2F459850d25b7e9A1d68117944762EB8bC | 0.009056 ETH | Wallet | Block 23096016
🟢 0x606A87C54F01b850E73a3520ca87c5648cCc2307 | 0.000019 ETH | Wallet | Block 23096016
💾 CSV flush: wrote 22 rows to dust_sniper_results_v2.csv
🟢 0xf87B86958f06Cb70D1B516AE06C515306BcAEAfe | 0.000094 ETH | Wallet | Block 23096017
🟢 0x1738cdeB5eca5977c415bb114a015E9221FAc01c | 0.002710 ETH | Wallet | Block 23096017
🟡 0xD5DEB1a2d6EF28fd32c0d302F2F4F529c117fe1C | 0.002047 ETH | Contract | Block 23096017
🟢 0x9513Dc2859dE8CFd619B8efCA31F39C7802bbde9 | 0.002561 ETH | Wallet | Block 23096017
🟢 0xfE2859a29487761Fc6a3EFb47DAdB5B6b208A6bB | 0.009949 ETH | Wallet | Block 23096017
🟢 0x0eFD5b3c86cb04F43B6E31748805Ca3Fc8B83779 | 0.009534 ETH | Wallet | Block 23096017
🟢 0x49953Ea5548C3362e1fFE01242500Bb6f2601D71 | 0.000339 ETH | Wallet | Block 23096017
🟢 0x5E825c95AaD3da3e201251e5E245DB4676f94161 | 0.000989 ETH | Wallet | Block 23096017
🟢 0x2c0f395197AE7804fec41ec6DC16845943d56c99 | 0.000019 ETH | Wallet | Block 23096017
🟢 0xc1FdbF1567d08d1161D40F2Bb59aF4d1B70814d7 | 0.000092 ETH | Wallet | Block 23096017
🟢 0x7745e52220fEe6711a6E94F2781EFdcD22630b6a | 0.004865 ETH | Wallet | Block 23096017
🟢 0xcE8962b7633B52ADd8D8a17f3C9f54D5cb80365D | 0.001024 ETH | Wallet | Block 23096017
🟢 0xd10D7e949Fcdc8bbf52bFa774913A37aB1d3553c | 0.006150 ETH | Wallet | Block 23096017
🟢 0x981a5e69E4338dbDCF7A18ef1c6c53c9D257E93F | 0.000034 ETH | Wallet | Block 23096017
💾 CSV flush: wrote 14 rows to dust_sniper_results_v2.csv
🟢 0x17A7A2821309734FA72D09f70A905Eb8a579BaE2 | 0.000246 ETH | Wallet | Block 23096018
🟡 0xc89fF9cA1A5dF00ef0d4C90BFe1dbA4f28b09F08 | 0.000380 ETH | Contract | Block 23096018
🟢 0x4A0c43eAa5467cBa6D3378b0DFFA4406272b41c9 | 0.000019 ETH | Wallet | Block 23096018
